genres,title_x,actors,TMDB_Genre,Vote_Average,Vote_Count
Drama|Romance,Deewana Tere Naam Ka,Mithun Chakraborty|Vijayata Pandit|Danny Denzongpa|,"Action, Drama",0.0,0.0
Romance,Dil Tujhko Diya,Kumar Gaurav|Rati Agnihotri|Mala Sinha|Parikshat Sahni|Aruna Irani|Suresh Oberoi|Amrish Puri|Sharat Saxena|Leela Chitnis|Gurbachan Singh|Piloo J. Wadia|Asit Kumar Sen|,"Action, Drama, Romance",5.5,10.0
Drama|Family,Hifazat,Ashok Kumar|Nutan|Anil Kapoor|Madhuri Dixit|Bindu|Shakti Kapoor|Gulshan Grover|Sharat Saxena|Bharat Bhushan|Pran|Kader Khan|Lalita Pawar|Shubha Khote|Rekha Sahay|,"Action, Romance",4.0,1.0
Action|Crime|Drama,Hawalaat,Rakesh Bedi|Mithun Chakraborty|Prem Chopra|Seema Deo|Gulshan Grover|Rishi Kapoor|Mazhar Khan|Padmini Kolhapure|Mandakini|Mukri|Om Prakash|Amrish Puri|Ranbir Pushp|Anita Raj|,"Action, Crime, Drama",8.0,3.0
Action|Crime|Drama,Hiraasat,Hema Malini|Shatrughan Sinha|Mithun Chakraborty|Prem Chopra|Shakti Kapoor|Anita Raj|Vidya Sinha|Dalip Tahil|Kamal Kapoor|Chandrashekhar|Anshu Aneja|Huma Khan|Sujit Kumar|Gurbachan Singh|,Action,4.0,1.0
Action|Drama,Diljalaa,Jackie Shroff|Farha Naaz|Tanuja|Danny Denzongpa|,,5.0,1.0
Action|Drama,Himmat Aur Mehanat,Jeetendra|Sridevi|,"Action, Drama, Comedy",3.0,0.0
Drama|Musical|Romance,Ijaazat,Rekha|Naseeruddin Shah|Anuradha Patel|Ram Mohan|Sulabha Deshpande|Dina Pathak|Rita Rani Kaul|Ashok Mehta|Rajesh Bombaywala|Ashfaque Ahmed|Bhupinder Sharma|Sunil Advani|Bhaijee|Bhola|,"Romance, Drama",6.5,8.0
Action|Crime|Drama,Imaandaar,Vikas Anand|Birbal|Chandrashekhar|Sudhir Dalvi|Raja Duggal|Sanjay Dutt|Ghanshyam|Dinesh Hingoo|Rohan Kapoor|Satyendra Kapoor|Huma Khan|Shashi Kiran|Mehmood|Mehmood Jr.|,"Action, Crime, Drama",4.5,2.0
Action|Thriller,Inaam Dus Hazaar,Sanjay Dutt|Meenakshi Sheshadri|Amrish Puri|Gulshan Grover|Sharat Saxena|,,7.125,4.0
Action|Drama,Hukumat,Dharmendra|Rati Agnihotri|Shammi Kapoor|Sadashiv Amrapurkar|Swapna|Prem Chopra|Joginder Shelly|Deep Dhillon|Praveen Kumar|Jugal Hansraj|Jankidas|Goga Kapoor|Pinchoo Kapoor|Kirti Kumar|,"Action, Drama",5.0,1.0
Action,Insaniyat Ke Dushman,Dharmendra|Shatrughan Sinha|Anita Raj|Dimple Kapadia|Raj Babbar|,"Action, Drama",0.0,0.0
Action|Drama,Insaaf,Vinod Khanna|Dimple Kapadia|Suresh Oberoi|Dalip Tahil|Kruttika Desai|Shakti Kapoor|Shammi|Madan Joshi|Vikram Gokhale|Leena Das|Gulu Balwinder|Amar Harish|Gandhi|Ghanshyam Rohera|,"Drama, Action",6.0,3.0
Action,Jaan Hatheli Pe,Dharmendra|Jeetendra|Hema Malini|Rekha|Raj Babbar|Ranjeet|Shakti Kapoor|Kulbhushan Kharbanda|Satish Shah|,"Action, Drama",0.0,0.0
Action|Thriller,Jalwa,Tom Alter|Amitabh Bachchan|Cyrus Broacha|Basu Chatterjee|Remo Fernandes|A.K. Hangal|Rohini Hattangadi|Saeed Jaffrey|Pankaj Kapur|Kamini Kaushal|Satish Kaushik|Farah Khan|Javed Khan|Viju Khote|,"Thriller, Action",5.5,2.0
Action|Drama,Insaf Ki Pukar,Dharmendra|Jeetendra|Anita Raj|Bhanupriya|Prem Chopra|Anupam Kher|Kader Khan|Shakti Kapoor|Shreeram Lagoo|Om Shivpuri|Avinash Wadhavan|Tiku Talsania|Mac Mohan|Ashok Saxena|,"Action, Drama",0.0,0.0
Drama|Family,Itihaas,Raaj Kumar|Shabana Azmi|Rati Agnihotri|Anil Kapoor|Mohnish Bahl|Danny Denzongpa|Suresh Oberoi|Nameeta Chandra|Dinesh Hingoo|Master Suresh|Haniif Sheikh|Ramesh Goyal|Prema Narayan|Leena Das|,"Action, Drama, Romance",9.0,1.0
Drama|Family,Kaash,Jackie Shroff|Dimple Kapadia|Master Makrand|Anupam Kher|Mehmood|Mukri|Satish Kaushik|Akash Khurana|Sarita Sethi|Avtar Gill|Raju Kher|Dalip Tahil|Subbiraj|Kamal Chopra|,Drama,10.0,1.0
Comedy|Drama,Kaun Jeeta Kaun Haara,Tinnu Anand|Amitabh Bachchan|Bhavana Balsawar|Dinesh Hingoo|Firoz Irani|Jagdeep|Madhu Kapoor|Shubha Khote|Kishore Kumar|Roopesh Kumar|Suresh Oberoi|Amrish Puri|Satyajeet|Ram P. Sethi|,"Comedy, Drama",9.5,2.0
Action|Crime|Drama,Khazana,Randhir Kapoor|Rekha|Bindu|Madan Puri|Dev Kumar|,Drama,0.0,0.0
Drama|Family|Musical,Khudgarz,Jeetendra|Shatrughan Sinha|Bhanupriya|Amrita Singh|Govinda|Neelam Kothari|Kader Khan|Kiran Kumar|Saeed Jaffrey|Sudhir Dalvi|Sangeeta Naik|,"Drama, Family",4.625,4.0
Action|Crime|Drama,Loha,Dharmendra|Shatrughan Sinha|Karan Kapoor|Jugal Hansraj|Madhavi|Mandakini|Amrish Puri|Kader Khan|Mac Mohan|Raza Murad|Tej Sapru|Jagdish Raj|Roopesh Kumar|Goga Kapoor|,,0.0,0.0
Action|Drama|Thriller,Jhanjhaar,Huma Khan|Padmini Kolhapure|Sudhir Pandey|Yunus Parvez|Ranjana|,N/A,,
Musical,Mera Yaar Mera Dushman,Beena Banerjee|Master Bhagwan|Ardhendu Bose|Mithun Chakraborty|Ramesh Deo|Seema Deo|Bindiya Goswami|A.K. Hangal|Dinesh Hingoo|Jankidas|Pinchoo Kapoor|Raj Kishore|Sujit Kumar|Dina Pathak|,"Action, Drama",0.0,0.0
Action|Crime|Drama,Madadgaar,Jeetendra|Sulakshana Pandit|Aruna Irani|Madan Puri|Ranjeet|Om Shivpuri|Amrish Puri|Shakti Kapoor|,"Action, Crime, Drama",5.8,19.0
Drama,Marte Dam Tak,Raaj Kumar|Govinda|Farha Naaz|Shakti Kapoor|Om Puri|Tej Sapru|Paresh Rawal|Alok Nath|Manik Irani|Rakesh Bedi|Nivedita Joshi Saraf|Bandini Mishra|Iftekhar|Leena Das|,"Action, Drama",7.0,4.0
Action,Mard Ki Zabaan,Dharmendra|Jackie Shroff|Poonam Dhillon|Kimi Katkar|Shreeram Lagoo|Sushma Seth|,,0.0,0.0
Drama,Majaal,Sadashiv Amrapurkar|Vikas Anand|Asrani|Prem Chopra|Jeetendra|Renu Joshi|Satyendra Kapoor|Kader Khan|Viju Khote|Raj Kiran|Shreeram Lagoo|Mehmood|Anjana Mumtaz|Raza Murad|,Romance,0.0,0.0
Drama,Mera Karam Mera Dharam,Dharmendra|Moushumi Chatterjee|Johnny Walker|Asit Kumar Sen|Abhi Bhattacharya|Brahmachari|Shashikala|,Drama,0.0,0.0
Action|Crime|Drama,Mera Lahoo,Birbal|Sunil Dhawan|Govinda|Gulshan Grover|Guddu|Jagdarshan|Kimi Katkar|Huma Khan|Raj Kiran|Kirti Kumar|Shammi|Shivraj|,Drama,0.0,0.0
Action|Crime|Drama,Pratighaat,Sujata Mehta|Arvind Kumar|Charan Raj|Rohini Hattangadi|Mohan Bhandari|Ashok Saraf|Nana Patekar|,Drama,6.0,1.0
Action|Comedy|Drama,Mr. India,Anil Kapoor|Sridevi|Amrish Puri|Satish Kaushik|Annu Kapoor|Ajit Vachani|Sharat Saxena|Ashok Kumar|Bob Christo|,"Action, Science Fiction, Drama",6.764,91.0
Drama|Family,Muqaddar Ka Faisla,Raaj Kumar|Rakhee Gulzar|Raj Babbar|Tina Ambani|Pran|Ranjeet|Meenakshi Sheshadri|Akbar Khan|Kaajal Kiran|Prema Narayan|Om Prakash|Vikas Anand|Bharat Bhushan|Bindu|,,7.0,1.0
Action|Thriller,Naam O Nishan,Shashi Kapoor|Sanjay Dutt|Amrita Singh|Kader Khan|Suresh Oberoi|Mahendra Verma|Nirupa Roy|Priya Tendulkar|Nivedita Joshi Saraf|Bandini Mishra|Leena Das|Seema Deo|Praveen Kumar|Azaad Irani|,,5.0,1.0
Drama|Thriller,Mirch Masala,Smita Patil|Naseeruddin Shah|Om Puri|Ratna Pathak Shah|Supriya Pathak|Suresh Oberoi|Nina Kulkarni|Ram Gopal Bajaj|Benjamin Gilani|,"Drama, Thriller",7.9,16.0
Romance,Nazrana,Rajesh Khanna|Sridevi|Priti Sapru|Gita Siddharth|Jayshree Gadkar|Shafi Inamdar|Smita Patil|Dalip Tahil|Iftekhar|Abhi Bhattacharya|Om Shivpuri|Brahm Bhardwaj|Pinchoo Kapoor|Savita Bajaj|,,10.0,1.0
Action|Crime|Drama,Param Dharam,Rakesh Bedi|Mithun Chakraborty|Moushumi Chatterjee|Sudhir Dalvi|Dan Dhanoa|Viju Khote|Mandakini|Prema Narayan|Navin Nischol|Amrish Puri|Divya Rana|Sumeet Saigal|Satish Shah|,"Action, Drama",9.5,2.0
Drama|Family,Parivaar,Mithun Chakraborty|Meenakshi Sheshadri|Shakti Kapoor|Baby Guddu|Master Makrand|Aruna Irani|Anoop Kumar|Vikram Gokhale|Mukri|Johnny Lever|Vikas Anand|Raj Tilak|Beena Banerjee|Shashi Kiran|,"Drama, Romance",8.0,2.0
Drama|Family,Pyaar Karke Dekho,Govinda|Mandakini|Kader Khan|Aruna Irani|Om Shivpuri|,"Family, Romance, Music",10.0,1.0
Comedy|Drama|Musical,Pyar Ki Jeet,Shashi Kapoor|Vinod Mehra|Rekha|Ashok Kumar|Moon Moon Sen|Jagdeep|Pinchoo Kapoor|Puneet Issar|Bihari|Harbans Darshan M. Arora|B.B. Bhalla|Bharat Kapoor|Jugnu|Yunus Parvez|,"Drama, Romance",0.0,0.0
Crime|Drama,Sadak Chhap,Jackie Shroff|Padmini Kolhapure|Richa Sharma|Amrish Puri|Deven Verma|Gulshan Grover|Nandita Thakur|Huma Khan|Vijay Arora|Suhasini Mulay|Goga Kapoor|Dinesh Hingoo|Arvind Deshpande|Tiku Talsania|,,9.5,2.0
Drama|Family|Romance,Pyar Ke Kabil,Rishi Kapoor|Padmini Kolhapure|Asha Sachdev|Baby Bulbul|Bindu|Utpal Dutt|Deven Verma|Gulshan Grover|Natasha|Nandita Thakur|Preeti Ganguli|Shubha Khote|Sarika Ogale|,"Romance, Drama, Family",0.0,0.0
Action|Drama,Satyamev Jayate,Vinod Khanna|Meenakshi Sheshadri|Madhavi|Asrani|Shakti Kapoor|Anupam Kher|Anita Raj|Gulshan Grover|Vinod Mehra|Sahil Vaid|Neeta Puri|A.K. Hangal|Om Shivpuri|Satyendra Kapoor|,"Action, Drama, Music",5.0,1.0
Drama,Sindoor,Shashi Kapoor|Govinda|Neelam Kothari|Jaya Prada|Shakti Kapoor|Kader Khan|Gulshan Grover|Asrani|Aruna Irani|Rishi Kapoor|,"Family, Drama",3.5,2.0
Action|Crime,Sitapur Ki Geeta,Rajesh Khanna|Hema Malini|Pran|Rajan Sippy|Amjad Khan|Shakti Kapoor|Raza Murad|Shoma Anand|Tej Sapru|Chandrashekhar|Om Shivpuri|Yunus Parvez|Jayshree T.|Chand Usmani|,"Action, Crime, Drama",0.0,0.0
Drama,Susman,Shabana Azmi|Om Puri|Kulbhushan Kharbanda|Neena Gupta|Mohan Agashe|K.K. Raina|Annu Kapoor|Harish Patel|Ila Arun|Anita Kanwar|Pankaj Kapur|Jayant Kripalani|Satish Kaushik|Meenal Patel|,Drama,7.1,40.0
Drama,Sutradhar,Girish Karnad|Smita Patil|Nilu Phule|Nana Patekar|,Drama,0.0,0.0
Crime|Drama,Thikana,Smita Patil|Anil Kapoor|Amrita Singh|Suresh Oberoi|Rohini Hattangadi|Avtar Gill|Madan Jain|Satish Kaushik|Anupam Kher|Suhas Bhalekar|Yunus Parvez|C.S. Dubey|Arvind Joshi|Suresh Bhagwat|,Drama,5.0,1.0
Action|Drama,Uttar Dakshin,Rajinikanth|Jackie Shroff|Bharathi|Madhuri Dixit|Kulbhushan Kharbanda|Lalita Pawar|Anupam Kher|Paresh Rawal|Preeti Ganguli|,,6.5,2.0
Action|Adventure|Crime,Watan Ke Rakhwale,Sunil Dutt|Dharmendra|Mithun Chakraborty|Ashok Kumar|Sridevi|Moushumi Chatterjee|Prem Chopra|Puneet Issar|Shakti Kapoor|Kader Khan|Mac Mohan|Lalita Pawar|Parikshat Sahni|Birbal|,"Action, Thriller, Drama",6.333,3.0
Drama,Yeh Woh Manzil To Nahin,Manohar Singh|Habib Tanvir|B.M. Shah|Pankaj Kapur|Sushmita Mukherjee|Naseeruddin Shah|Ajit Vachani|Lalit Tiwari|Alok Nath|Raja Bundela|,Drama,0.0,0.0
Horror,Aadamkhor,Sona Mastan Mirza|Joginder Shelly|Neelam Mehra|Nazneen|Jagdarshan|Randhawa|Reetu Khanna|Roshan Khan|Ved Goswami|Amrit Pal|Yash Sharma|,,0.0,0.0
Action,Aag Aur Shola,Jeetendra|Sridevi|Mandakini|Shakti Kapoor|Shoma Anand|Suresh Oberoi|Kader Khan|Aruna Irani|Aashish Chanana|Bindu|Jagdeep|Asrani|Mushtaq Merchant|Sunder|,"Action, Drama, Romance",0.0,0.0
Drama,Aap Ke Saath,Smita Patil|Anil Kapoor|Rati Agnihotri|Vinod Mehra|Utpal Dutt|Gajanan Jagirdar|Aruna Irani|Pinchoo Kapoor|,,5.0,3.0
Drama|Family|Romance,Adhikar,Rajesh Khanna|Tina Ambani|Zarina Wahab|Bindu|Raza Murad|Danny Denzongpa|Paintal|Vikas Anand|Yunus Parvez|Sulochana Latkar|Tanuja|,,0.0,0.0
Action|Crime|Drama,Aakhree Raasta,Amitabh Bachchan|Sridevi|Jaya Prada|Om Shivpuri|Anupam Kher|Sadashiv Amrapurkar|Dalip Tahil|Bharat Kapoor|Umesh Sharma|Viju Khote|Jagdarshan|Gurbachan Singh|Vijay Kumar|Rajbaldeo|,"Crime, Action, Drama",6.583,12.0
Drama|Romance,Aisa Pyaar Kahan,Jeetendra|Jaya Prada|Mithun Chakraborty|Padmini Kolhapure|Vinod Mehra|Bindu|Asrani|Jagdeep|,,0.0,0.0
Action|Drama,Allah Rakha,Jackie Shroff|Shammi Kapoor|Waheeda Rehman|Biswajit Chatterjee|Dimple Kapadia|Meenakshi Sheshadri|Bindu|Anupam Kher|Goga Kapoor|Bob Christo|Gulshan Grover|Ramesh Deo|Mushtaq Merchant|Mac Mohan|,,3.0,2.0
Drama|Family,Amrit,Rajesh Khanna|Smita Patil|Aruna Irani|Daljit Kaur|Anita Kanwar|Baby Guddu|Shafi Inamdar|Satish Shah|Rajesh Puri|Pradeep Saxena|Master Ashutosh|Rishabh Shukla|Birbal|Mahesh Sharma|,,0.0,0.0
Drama,Amma,Rakhee Gulzar|Mithun Chakraborty|Suresh Oberoi|Ashok Kumar|Neeta Mehta|,Animation,0.0,0.0
Comedy|Drama,Andheri Raat Mein Diya Tere Haath Mein,Dada Kondke|Usha Chavan|Dina Pathak|Mehmood|C.S. Dubey|Amjad Khan|Yunus Parvez|Birbal|Sudhir Dalvi|Rajani Chavan|,,0.0,0.0
Drama,Ankush,Nana Patekar|,,6.8,5.0
Drama,Anokha Rishta,Rajesh Khanna|Smita Patil|Sabeeha|Shafi Inamdar|Satish Shah|Tanuja|Karan Shah|Beena Banerjee|Sukumari|,"Drama, Romance",4.5,2.0
Action|Crime|Drama,Avinash,Mithun Chakraborty|Poonam Dhillon|Bindiya Goswami|Parveen Babi|Prem Chopra|,"Action, Crime, Drama",0.0,0.0
Comedy|Drama,Anubhav,Shekhar Suman|Padmini Kolhapure|Padma Khanna|Sujit Kumar|Richa Sharma|Seema Deo|Paintal|,Romance,4.0,2.0
Drama,Asli Naqli,Shatrughan Sinha|Rajinikanth|Anita Raj|Radhika Sarathkumar|Shakti Kapoor|Ashok Kumar|,"Action, Drama",9.5,1.0
Drama|Thriller,Bhagwaan Dada,Rajinikanth|Rakesh Roshan|Sridevi|Danny Denzongpa|Hrithik Roshan|Tina Ambani|Paresh Rawal|,Action,1.0,1.0
Comedy,Baat Ban Jaye,Zeenat Aman|Amol Palekar|Utpal Dutt|Mithun Chakraborty|Raj Babbar|Sanjeev Kumar|Nisha Singh|Jalal Agha|Adi Irani|Aruna Irani|Jagdeep|Shakti Kapoor|Imtiaz Khan|Viju Khote|,"Romance, Comedy",0.0,0.0
Comedy|Drama|Romance,Chameli Ki Shaadi,Anil Kapoor|Amrita Singh|Om Prakash|Amjad Khan|Pankaj Kapur|Annu Kapoor|Bharti Achrekar|Satyendra Kapoor|Ram P. Sethi|Tabassum|Nandita Thakur|Huma Khan|Ghanshyam Rohera|Shail Chaturvedi|,"Comedy, Drama, Romance",6.0,3.0
Action|Drama,Dahleez,Jackie Shroff|Raj Babbar|Meenakshi Sheshadri|Aruna Irani|Smita Patil|Shafi Inamdar|Zarina Wahab|Vijayendra Ghatge|Dalip Tahil|Rajesh Puri|,,0.0,0.0
Action|Comedy|Drama,Dharm Adhikari,Dilip Kumar|Jeetendra|Sridevi|Pran|Kader Khan|Shakti Kapoor|Asrani|Mayur Verma|Rakesh Bedi|Sujit Kumar|Pradeep Saxena|Dinesh Hingoo|Shivraj|Rohini Hattangadi|,,3.0,2.0
Action|Comedy|Drama,Dilwaala,Mithun Chakraborty|Smita Patil|Meenakshi Sheshadri|Shakti Kapoor|Kader Khan|Shreeram Lagoo|Supriya Pathak|Pran|Sarika|Aruna Irani|Gulshan Grover|,Romance,9.5,2.0
Action|Drama,Dosti Dushmani,Asrani|Bhanupriya|Poonam Dhillon|Showkar Janaki|Jeetendra|Rishi Kapoor|Shakti Kapoor|Kimi Katkar|Kader Khan|Pran|Amrish Puri|Rajinikanth|,"Action, Drama",5.8,85.0
Action|Drama,Ek Aur Sikander,Mithun Chakraborty|Anita Raj|Rakesh Roshan|Rati Agnihotri|Jeevan|Shreeram Lagoo|Amrish Puri|Tanuja|Gita Siddharth|Sujit Kumar|Prakash Gill|Vikas Anand|,"Action, Drama",9.25,2.0
Drama,Ek Chadar Maili Si,Hema Malini|Rishi Kapoor|Poonam Dhillon|Kulbhushan Kharbanda|Dina Pathak|A.K. Hangal|Adarsh Gautam|Sourabh Shailee|Soni|Gita Siddharth|Tarla Mehta|Shammi|Gopi Bhalla|Neena Cheema|,,7.5,2.0
Drama,Ek Ruka Hua Faisla,Deepak Kejriwal|Amitabh Srivastava|Pankaj Kapur|S.M. Zaheer|Subhash Udghate|Hemant Mishra|M.K. Raina|K.K. Raina|Annu Kapoor|Subbiraj|Shailendra Goel|Aziz Qureshi|,Drama,7.8,16.0
Drama,Genesis,Shabana Azmi|Naseeruddin Shah|Om Puri|,Science Fiction,3.9,27.0
Comedy|Drama,Ghar Sansar,Jeetendra|Sridevi|Kader Khan|Ranjeet|Shakti Kapoor|Kaajal Kiran|Lalita Pawar|Sulochana Latkar|Shreeram Lagoo|Gulshan Grover|Ravi Baswani|Padma Khanna|Aruna Irani|Anjana Mumtaz|,Drama,0.0,0.0
Drama|Family|Musical,Haathon Ki Lakeeren,Sanjeev Kumar|Zeenat Aman|Jackie Shroff|Priya Rajvansh|Sudhir Dalvi|Bharat Kapoor|Kamal Kapoor|Shubha Khote|Ram Lal|Arun Mathur|Yashodhan Pandit|Dina Pathak|P.K. Sharma|,"Drama, Family",0.0,0.0
Drama|Family,Kala Dhanda Goray Log,Sunil Dutt|Sanjay Khan|Anita Raj|Akbar Khan|Amrita Singh|Saeed Jaffrey|Sujit Kumar|Shreeram Lagoo|Shafi Inamdar|Bob Christo|Mohan Agashe|Sushma Seth|Leena Das|Anupam Kher|,"Drama, Family",4.5,2.0
Drama|Family,Ilzaam,Shashi Kapoor|Shatrughan Sinha|Raj Kiran|Anita Raj|Neelam Kothari|Govinda|Prem Chopra|Gita Siddharth|Shraddha Verma|Ramesh Deo|Manik Irani|Satish Kaul|Mac Mohan|Tej Sapru|,"Family, Drama",4.0,1.0
Action,Insaaf Ki Awaaz,Rekha|Anil Kapoor|Richa Sharma|Kader Khan|Anupam Kher|Raj Babbar|Pallavi Joshi|Jagdeep|Asrani|Aruna Irani|Roopesh Kumar|Shafi Inamdar|Gulshan Grover|Tej Sapru|,"Action, Drama",7.2,2.0
Action|Drama,Jaal,Rekha|Mithun Chakraborty|Mandakini|Moon Moon Sen|Amrit Pal|Jeetendra|Vinod Mehra|Tanuja|Jagdeep|Gulshan Grover|Roopesh Kumar|Ila Arun|Tej Sapru|Yunus Parvez|,"Action, Drama",5.167,6.0
Action|Drama|Music,Jeeva,Sanjay Dutt|Mandakini|Amjad Khan|Shakti Kapoor|Sachin|Gulshan Grover|Anupam Kher|Pran|Shreeram Lagoo|Beena Banerjee|,,0.0,0.0
Action|Drama,Janbaaz,Feroz Khan|Anil Kapoor|Dimple Kapadia|Amrish Puri|Raza Murad|Shakti Kapoor|Jagdeep|Kulbhushan Kharbanda|Arti Gupta|Sushma Seth|Dalip Tahil|Rekha|Sridevi|Puneet Issar|,"Action, Romance, Crime",5.6,10.0
Drama|Family,Kaanch Ki Deewar,Sanjeev Kumar|Smita Patil|Shakti Kapoor|Rajan Sippy|Amrish Puri|Purnima|Om Prakash|Jagdeep|,"Drama, Family",9.75,2.0
Action|Adventure|Comedy,Karma,Dilip Kumar|Nutan|Naseeruddin Shah|Jackie Shroff|Anil Kapoor|Anupam Kher|Sridevi|Poonam Dhillon|Satyanarayana Kaikala|,Horror,6.1,27.0
Romance,Khel Mohabbat Ka,Farooq Shaikh|Poonam Dhillon|Shakti Kapoor|Madan Puri|Prema Narayan|Ramesh Deo|Seema Deo|Birbal|Tun Tun|Shivraj|Saroj Khan|Madhu Malhotra|Satish Chopra|Mehmood Jr.|,Romance,6.4,5.0
Drama|Romance,Love 86,Tanuja|Rohan Kapoor|Neelam Kothari|Govinda|Shafi Inamdar|Satish Shah|Ravi Baswani|Johnny Lever|Asrani|,"Romance, Drama",3.0,2.0
Drama,Main Balwaan,Ravi Baswani|Rakesh Bedi|Rita Bhaduri|Mithun Chakraborty|Dharmendra|Utpal Dutt|Gorilla|Johnny Lever|Ram Mohan|Raza Murad|Suresh Oberoi|Tej Sapru|Satish Shah|,Action,0.0,0.0
Drama|Romance,Love and God,Nimmi|Sanjeev Kumar|Jayant|Agha|Nasir Hussain|Simi Garewal|Pran|Nazima|Achala Sachdev|Lalita Pawar|Randhir|Hiralal|Samson|Murad|,"Romance, Drama, Mystery",6.2,23.0
Action|Thriller,Mera Dharam,Jackie Shroff|Amrita Singh|Shakti Kapoor|Aruna Irani|Pradeep Kumar|Romesh Sharma|Sharat Saxena|Sudhir Pandey|Bharat Bhushan|Devendra Pandit|Mini Tabassum|Naushir Khatau|Azaad Irani|Cyrus Khatau|,"Action, Thriller",9.0,1.0
Action|Crime|Drama,Mazloom,Bina|Feroz|Goga Kapoor|Pinchoo Kapoor|Shakti Kapoor|Heena Kausar|Shubha Khote|Mandakini|Parmesh Nair|Suresh Oberoi|Yunus Parvez|Rajesh Puri|Guddu Purnima|Anita Raj|,"Action, Crime, Drama",0.0,0.0
Action,Mera Haque,Sanjay Dutt|Anita Raj|Gulshan Grover|Bindu|Raza Murad|Ramesh Deo|Jagdish Raj|Shakti Kapoor|,,3.5,2.0
Comedy|Drama,Naseeb Apna Apna,Rakesh Bedi|Seema Deo|Rishi Kapoor|Satyendra Kapoor|Gulshan Kumar|Farha Naaz|Amrish Puri|,Comedy,6.8,5.0
Drama|Family,Nasihat,Rajesh Khanna|Shabana Azmi|Deepti Naval|Mithun Chakraborty|Amjad Khan|Tanuja|Aruna Irani|Kader Khan|,Drama,5.0,1.0
Drama|Mystery,New Delhi Times,Shashi Kapoor|Sharmila Tagore|Om Puri|Kulbhushan Kharbanda|A.K. Hangal|M.K. Raina|Manohar Singh|,"Drama, Mystery",6.0,2.0
Action|Drama,Mohabbat Ki Kasam,Amjad Khan|Kulbhushan Kharbanda|Tanuja|Rajesh Khanna|Moon Moon Sen|Dharmendra|Anita Raj|Vinod Mehra|Shoma Anand|Master Bhagwan|Guddi Maruti|Rajesh Puri|Paintal|,,0.0,0.0
Action|Comedy|Crime,Muddat,Sadashiv Amrapurkar|Vikas Anand|Asrani|Urmila Bhatt|Mithun Chakraborty|Manik Irani|Goga Kapoor|Satyendra Kapoor|Shakti Kapoor|Kader Khan|Padmini Kolhapure|Roopesh Kumar|Shreeram Lagoo|Yunus Parvez|,"Action, Drama",10.0,1.0
Drama|Family,Naache Mayuri,Sudha Chandran|Shekhar Suman|Aruna Irani|Vinod Nagpal|Dina Pathak|Satyendra Kapoor|Roobini|Sushma Seth|Babli|Master Sandeep Lele|Chandrashekhar|Anjana Mumtaz|Dinesh Hingoo|Huma Khan|,Drama,6.5,2.0
Crime|Drama|Thriller,Naam,Nutan|Kumar Gaurav|Sanjay Dutt|Poonam Dhillon|Amrita Singh|Pankaj Udhas|Paresh Rawal|Akash Khurana|Ram Mohan|Gurbachan Singh|Ashutosh Gowariker|Ghanshyam Rohera|Shehnaz Anand|Rita Rani Kaul|,"Crime, Drama",6.75,4.0
Romance,Suhaagan,Jeetendra|Sridevi|Padmini Kolhapure|Raj Babbar|Pran|,,0.0,0.0
Action|Thriller,Palay Khan,Jackie Shroff|Poonam Dhillon|Farha Naaz|Anupam Kher|Shakti Kapoor|Suresh Oberoi|Sushma Seth|Satyendra Kapoor|Puneet Issar|Raza Murad|Priti Sapru|Dinesh Thakur|Roopesh Kumar|Mac Mohan|,,9.0,1.0
Drama|Romance,Pyar Kiya Hai Pyar Karenge,Anil Kapoor|Padmini Kolhapure|Anita Raj|Ashok Kumar|Sushma Seth|Deepak Parashar|Satyendra Kapoor|Ramesh Deo|Seema Deo|,,10.0,1.0
Action|Drama,Pyaar Ke Do Pal,Bindu|Mithun Chakraborty|Krishan Dhawan|Jagdeep|Janak|Simple Kapadia|Satyendra Kapoor|Shubha Khote|Amrit Pal|Lalita Pawar|Jaya Prada|Anjan Srivastav|Tiku Talsania|Ashutosh Thakur|,N/A,,
Mystery|Thriller,Qatl,Sanjeev Kumar|Ranjeeta Kaur|Shatrughan Sinha|Sarika|Marc Zuber|Ashok Kumar|Saeed Jaffrey|Dinesh Hingoo|Leena Das|Amin Sayani|T.P. Jain|Keshav Rana|Piloo J. Wadia|A.K. Agnihotri|,"Action, Thriller",6.8,5.0
Fantasy|Romance,Nagina,Sridevi|Rishi Kapoor|Amrish Puri|Prem Chopra|Roobini|Sushma Seth|Jagdeep|Pinchoo Kapoor|Viju Khote|Guddi Maruti|Chhote Ustad|Manmauji|Dev Sharma|Aditya Sharma|,"Mystery, Romance, Thriller, Horror",6.0,1.0
Drama|Mystery|Thriller,Shart,Naseeruddin Shah|Shabana Azmi|Kanwaljit Singh|Sarika|Tom Alter|,"Drama, Mystery, Thriller, Horror",0.0,0.0
Drama,Saveray Wali Gaadi,Sunny Deol|Poonam Dhillon|Prem Chopra|Bindu|Shreeram Lagoo|Om Shivpuri|Satyendra Kapoor|C.S. Dubey|Kiran Vairale|Jankidas|Rakesh Bedi|Natasha Sinha|Roopali|Ramlal|,Drama,6.5,2.0
Action,Singhasan,Bharat Bhushan|Leena Das|Gulshan Grover|Jeetendra|Shakti Kapoor|Amjad Khan|Kader Khan|Praveen Kumar|Sujit Kumar|Shreeram Lagoo|Mandakini|Jaya Prada|Pran|Waheeda Rehman|,"Action, Adventure, Romance",5.0,1.0
